Recency,Frequency,Monetary,churn
65,1,391.98,0
11,19,33643.08,0
33,3,1048.49,0
59,2,355.56,0
73,4,1224.06,0
304,1,118.95,1
46,1,130.73999999999998,0
18,8,3711.77,0
38,2,389.27,0
19,2,234.88,0
187,2,160.71,1
52,1,110.8,0
4,12,2969.12,0
137,5,712.24,1
4,27,16143.64,0
19,1,297.0,0
16,5,1427.57,0
41,8,965.16,0
12,8,3146.92,0
8,4,832.88,0
26,2,68.84,0
22,6,1936.32,0
41,3,895.13,0
101,1,211.89,1
5,15,3810.14,0
277,2,149.64,1
33,1,351.44,0
15,2,316.25,0
64,7,4405.88,0
2,2,490.33,0
369,1,329.03,1
312,5,501.39,1
199,4,516.36,1
2,2,396.48,0
93,3,379.35,1
60,1,181.09,0
81,1,168.31,0
157,2,420.07,1
227,1,511.68,1
253,2,258.25,1
150,1,179.17,1
194,2,208.59,1
1,5,1383.83,0
369,1,56.25,1
24,1,337.28000000000003,0
17,3,351.73,0
10,7,5126.76,0
8,1,164.68,0
20,7,1567.69,0
4,3,882.72,0
174,1,191.94,1
1,8,1228.88,0
178,2,264.62,1
16,8,1502.8600000000001,0
248,1,123.1,1
191,2,334.23,1
20,2,525.69,0
154,4,167.5,1
173,1,323.03000000000003,1
373,1,369.5,1
373,1,127.08,1
194,1,207.15,1
67,1,426.63,0
4,8,2495.87,0
21,3,1107.46,0
239,2,416.86,1
64,1,145.35000000000002,0
112,5,404.58000000000004,1
90,15,6115.01,0
311,1,35.8,1
134,1,337.44,1
277,1,325.1,1
365,1,181.0,1
83,1,1708.24,0
8,2,955.24,0
17,2,364.72,0
32,4,1744.71,0
9,2,708.22,0
34,4,781.91,0
15,8,1657.28,0
24,14,4416.26,0
32,1,428.89,0
74,1,104.35,0
20,2,470.76,0
17,4,808.87,0
23,2,397.68,0
3,3,666.1,0
304,1,314.09999999999997,1
18,12,4199.85,0
367,1,307.82000000000005,1
39,7,3442.15,0
84,1,371.01,0
165,2,427.64,1
17,2,1054.73,0
77,1,1098.78,0
89,3,2398.86,0
25,8,3408.48,0
22,4,1465.12,0
3,10,2780.63,0
123,2,1142.42,1
30,1,168.12,0
12,7,1432.77,0
19,1,156.78,0
44,2,792.11,0
4,1,41.989999999999995,0
9,7,2777.67,0
55,1,414.27,0
88,6,1032.58,0
37,5,3080.22,0
3,3,12393.7,0
30,5,2735.37,0
12,4,578.71,0
211,1,101.4,1
48,4,1693.81,0
24,3,478.78,0
22,4,972.11,0
246,3,392.4,1
8,16,3352.96,0
35,3,1415.29,0
4,47,37130.6,0
38,3,646.83,0
4,3,704.55,0
3,8,1465.51,0
47,1,211.88,0
39,2,408.9,0
47,9,3786.24,0
17,3,851.01,0
260,1,602.63,1
46,3,719.81,0
12,1,251.03,0
30,1,439.65999999999997,0
43,1,236.09,0
92,6,934.62,1
39,63,80850.84,0
310,1,331.24,1
92,2,547.9,1
6,20,8778.82,0
196,3,437.70000000000005,1
87,2,758.9200000000001,0
270,3,855.02,1
8,3,471.78,0
65,3,1313.55,0
31,3,3166.4,0
22,5,1177.47,0
38,4,773.99,0
120,4,1340.7,1
373,2,256.44,1
40,3,1074.81,0
174,1,137.9,1
54,1,362.06,0
33,2,1511.95,0
145,1,783.9,1
221,1,134.8,1
45,1,650.75,0
16,7,2263.12,0
66,6,1453.16,0
10,4,1153.62,0
260,1,335.32,1
365,1,367.14,1
17,5,1521.04,0
22,2,852.15,0
45,1,326.24,0
288,1,584.3199999999999,1
297,1,122.4,1
3,10,2234.73,0
284,1,79.2,1
17,3,1352.0,0
82,2,217.16,0
56,5,2799.42,0
101,2,1317.62,1
299,1,436.18,1
23,5,981.51,0
59,5,1121.39,0
155,2,315.06,1
115,3,817.86,1
107,1,17.0,1
12,4,1078.23,0
264,1,320.62,1
240,1,185.04999999999998,1
88,7,2005.63,0
50,3,731.9,0
71,1,1290.7,0
42,3,1842.14,0
7,6,1429.64,0
62,1,298.21,0
249,1,336.96,1
66,1,108.38,0
18,7,3204.1600000000003,0
85,1,842.5,0
219,2,611.88,1
45,3,1320.95,0
143,4,195.74,1
183,1,161.38,1
171,1,135.75000000000003,1
10,8,1660.8799999999999,0
212,1,612.78,1
190,1,232.21,1
8,2,423.36,0
59,4,1309.14,0
57,2,854.66,0
73,4,684.42,0
52,1,307.78000000000003,0
317,1,249.0,1
367,1,289.35,1
29,4,6287.77,0
39,1,656.25,0
18,5,1880.22,0
52,6,3506.54,0
4,33,14589.04,0
22,2,618.09,0
263,1,517.55,1
60,3,709.38,0
19,3,635.4100000000001,0
66,2,725.1800000000001,0
88,1,620.4,0
250,1,535.34,1
3,6,2424.94,0
247,1,175.2,1
9,11,3799.4900000000002,0
157,3,734.13,1
134,1,375.0,1
296,1,76.32000000000001,1
5,2,280.52,0
43,5,2053.02,0
269,1,1829.04,1
50,5,1824.23,0
9,9,3092.04,0
16,3,656.69,0
282,1,348.2,1
65,2,1025.44,0
2,19,5533.67,0
252,1,37.4,1
232,2,856.6,1
17,3,822.48,0
11,27,3787.6,0
8,4,1822.97,0
51,6,1885.05,0
59,1,73.19999999999999,0
95,5,1140.21,1
16,6,1418.32,0
126,3,1009.55,1
94,4,1037.5900000000001,1
50,1,331.95,0
138,1,197.9,1
61,1,215.83,0
100,8,10254.18,1
73,1,305.54,0
72,4,6617.65,0
67,1,338.71000000000004,0
64,6,1158.79,0
17,2,529.41,0
23,12,4006.94,0
32,15,6911.4400000000005,0
45,4,981.86,0
16,2,215.48,0
40,1,215.08,0
3,13,5180.52,0
237,1,314.45,1
75,1,400.68100000000004,0
4,2,1068.8700000000001,0
3,4,1863.47,0
361,1,365.27,1
59,4,592.9,0
23,1,384.18,0
31,4,757.63,0
55,4,537.0600000000001,0
25,1,394.38,0
45,2,664.26,0
89,5,2262.62,0
2,18,21086.3,0
89,1,547.02,0
19,2,690.34,0
79,1,159.0,0
171,3,1062.75,1
81,1,242.35,0
267,1,914.9300000000001,1
235,2,304.25,1
30,7,3084.68,0
37,3,860.86,0
318,1,773.55,1
57,4,1295.3,0
45,5,1096.32,0
203,3,255.12,1
225,1,314.22,1
87,2,1010.6,0
190,2,542.03,1
44,4,990.88,0
71,3,536.6800000000001,0
41,5,867.3100000000001,0
78,1,432.2,0
57,2,414.2,0
24,2,3718.8,0
10,13,2590.31,0
8,7,3579.86,0
34,2,409.1,0
212,2,1522.75,1
24,3,1413.66,0
170,1,114.56,1
62,1,152.94,0
53,5,1800.07,0
261,2,389.44,1
67,2,3683.86,0
17,8,2619.91,0
267,1,752.4300000000001,1
177,1,46.95,1
45,5,5203.51,0
51,1,1035.45,0
17,4,728.54,0
9,9,5447.0,0
74,7,861.89,0
71,2,667.65,0
353,1,1141.24,1
3,5,1404.64,0
117,1,411.7,1
373,1,351.75,1
197,1,559.87,1
177,1,810.6,1
100,1,566.38,1
21,3,1502.78,0
72,1,2062.06,0
340,1,168.3,1
6,5,1570.81,0
31,2,812.68,0
170,1,142.5,1
122,1,302.25,1
22,10,2248.9900000000002,0
10,4,1328.55,0
269,1,301.9,1
23,3,598.2,0
127,1,233.22,1
26,3,5360.63,0
139,1,361.22,1
214,6,632.27,1
38,4,2560.0,0
106,2,706.57,1
18,2,616.26,0
3,2,274.15000000000003,0
331,1,226.37,1
64,8,2938.91,0
120,3,1341.65,1
35,1,328.15000000000003,0
218,1,404.40000000000003,1
172,2,1038.46,1
72,5,373.65000000000003,0
1,2,326.75,0
196,1,207.50000000000003,1
128,3,408.59000000000003,1
47,3,594.24,0
6,14,3039.2200000000003,0
14,6,3820.27,0
18,3,251.91,0
28,7,1582.8,0
8,22,26626.8,0
37,1,151.05,0
157,1,214.8,1
284,1,94.05,1
107,1,534.31,1
25,4,1971.8700000000001,0
75,4,322.41,0
16,2,328.58,0
158,1,101.10000000000001,1
44,1,565.46,0
11,2,847.45,0
32,7,1415.65,0
291,1,53.5,1
21,4,1116.47,0
333,1,153.9,1
18,2,494.44,0
4,23,6675.71,0
63,2,395.8,0
198,3,211.77,1
33,3,658.88,0
1,4,2027.5,0
7,9,1750.92,0
5,6,3450.41,0
10,4,891.21,0
32,5,709.99,0
53,1,109.36000000000001,0
12,2,705.79,0
18,9,1540.42,0
19,1,327.3,0
37,2,800.67,0
2,2,479.91,0
18,3,1545.41,0
82,4,1301.91,0
33,2,355.73,0
66,2,466.73,0
9,2,974.96,0
267,1,676.2,1
247,3,362.95,1
4,4,2157.4,0
61,1,1743.1499999999999,0
75,2,643.76,0
90,2,584.5,0
60,3,554.86,0
29,2,302.57,0
323,1,94.36,1
53,4,1382.0700000000002,0
270,1,217.89000000000001,1
2,13,3040.96,0
57,5,1555.34,0
61,5,1482.06,0
154,2,1705.8,1
19,2,408.02,0
95,1,303.93,1
1,12,4098.32,0
265,2,293.45,1
312,1,177.5,1
70,1,443.05,0
302,2,167.25,1
19,1,154.35,0
13,10,2079.68,0
36,5,2022.98,0
19,2,211.7,0
54,1,135.99,0
57,1,262.2,0
22,2,126.25,0
44,1,200.27,0
27,3,1051.4,0
45,3,631.12,0
113,6,958.71,1
17,51,34684.4,0
25,1,346.12,0
191,1,133.56,1
302,1,302.7,1
2,10,1863.76,0
263,2,241.06,1
106,1,284.55,1
57,1,300.85,0
213,3,623.28,1
64,1,287.40000000000003,0
28,1,184.26,0
29,7,1511.8,0
6,5,798.35,0
8,5,3640.67,0
67,2,381.2,0
2,3,609.3,0
46,4,654.67,0
34,1,230.51,0
1,2,168472.5,0
136,1,255.91,1
198,1,182.99,1
198,2,707.69,1
150,1,311.92,1
88,1,266.97,0
45,2,6.9,0
64,7,1841.18,0
99,5,2158.18,1
218,1,208.36,1
3,18,3482.7400000000002,0
28,3,811.23,0
178,1,142.92,1
74,3,136.0,0
21,4,1422.4,0
20,3,1298.66,0
34,7,1595.96,0
74,1,74.9,0
24,4,625.42,0
52,4,752.77,0
275,1,223.95000000000002,1
165,3,316.11,1
7,7,1810.65,0
88,4,544.3,0
64,7,2494.46,0
25,3,331.0,0
10,2,300.83,0
76,1,769.29,0
16,1,220.62,0
192,1,139.35,1
174,2,404.3,1
77,1,363.65,0
33,3,498.8,0
47,1,731.5,0
80,4,1351.63,0
297,1,826.53,1
3,3,648.26,0
9,3,1599.52,0
50,6,2965.69,0
161,2,100.97,1
360,2,365.45,1
5,6,400.86,0
107,4,1431.93,1
25,1,465.88,0
32,1,777.6,0
20,2,90.30000000000001,0
297,1,363.70000000000005,1
372,1,248.1,1
22,3,918.33,0
5,4,874.59,0
52,5,1624.14,0
30,1,101.69999999999999,0
277,1,162.70000000000002,1
61,2,484.32,0
25,2,215.07999999999998,0
186,3,1046.57,1
2,21,9418.470000000001,0
2,26,13027.45,0
172,1,290.36,1
81,1,228.06,0
4,1,244.41,0
190,1,455.25,1
22,7,1244.59,0
18,3,6748.8,0
19,3,1082.81,0
5,1,593.75,0
110,1,548.12,1
3,4,1388.81,0
54,1,119.62,0
165,1,339.3,1
291,2,787.15,1
10,10,4034.9,0
109,5,2298.97,1
96,3,922.12,1
243,2,379.73,1
163,12,5719.82,1
42,3,837.1,0
35,2,285.89,0
67,7,3313.79,0
24,2,281.85,0
1,20,8338.49,0
27,2,841.41,0
6,2,511.12,0
54,1,1077.74,0
364,1,173.7,1
15,5,614.66,0
194,2,865.6,1
3,1,124.2,0
15,10,3738.4,0
27,3,1421.69,0
127,3,1009.6,1
85,2,663.61,0
71,1,451.44,0
183,1,105.84,1
113,1,313.62,1
374,1,233.45,1
80,2,936.08,0
249,1,463.95,1
232,1,225.15,1
71,3,459.24,0
69,1,213.5,0
4,16,4113.68,0
51,3,330.03,0
75,1,181.09,0
61,1,360.16,0
16,2,250.15,0
4,1,90.04,0
286,1,145.05,1
4,6,813.52,0
41,1,242.7,0
36,1,528.08,0
75,2,482.47,0
18,14,3347.71,0
15,7,5493.46,0
219,1,75.66,1
186,1,129.49,1
33,4,1187.66,0
70,1,618.59,0
183,1,506.19,1
15,2,500.42,0
236,1,151.85,1
31,5,2647.59,0
264,1,226.21,1
4,2,178.96,0
52,4,813.48,0
246,1,129.45000000000002,1
81,2,810.57,0
275,1,333.08,1
1,17,4413.1,0
79,1,322.8,0
30,5,2188.05,0
74,2,408.63,0
17,6,2883.1,0
223,2,217.9,1
32,4,1154.47,0
23,10,1680.72,0
31,3,1257.51,0
106,1,231.1,1
5,2,688.33,0
246,1,487.51,1
178,2,833.78,1
170,2,214.06,1
43,1,290.66,0
72,1,518.42,0
59,7,6773.97,0
16,2,1212.66,0
141,4,601.27,1
18,6,3789.52,0
22,15,8625.8,0
10,4,874.43,0
368,1,123.24,1
189,1,39.12,1
16,4,1267.65,0
362,1,135.4,1
19,1,118.98,0
68,2,567.1800000000001,0
15,6,306.72,0
24,3,1348.88,0
17,11,4095.9,0
28,3,1692.27,0
2,20,8134.9400000000005,0
55,2,304.24,0
34,4,1592.12,0
3,12,3109.99,0
366,1,129.75,1
43,1,183.7,0
73,6,1770.3400000000001,0
5,5,1028.0,0
4,28,66653.56,0
61,2,324.24,0
47,7,2959.88,0
1,4,1260.8600000000001,0
76,2,422.6,0
72,2,225.58,0
256,2,1276.0,1
69,2,477.86,0
135,4,657.9,1
241,1,112.75,1
227,2,1998.0,1
9,13,5076.55,0
9,13,5398.3,0
1,20,14034.99,0
37,3,531.35,0
46,1,656.63,0
85,5,3029.87,0
19,10,2467.9900000000002,0
3,5,1651.03,0
9,11,3611.31,0
19,15,6910.78,0
219,3,1129.06,1
78,1,301.71999999999997,0
267,2,901.2,1
24,6,3843.08,0
369,1,606.0500000000001,1
15,7,1770.22,0
26,1,152.95,0
262,1,292.47,1
17,13,4730.81,0
91,2,576.4,1
302,7,758.27,1
26,5,1358.74,0
364,1,256.32,1
46,4,1048.28,0
38,21,7205.33,0
52,3,743.11,0
32,1,603.75,0
52,3,646.76,0
79,5,2247.41,0
53,1,417.6,0
298,1,3.75,1
177,1,323.0,1
47,1,464.9,0
29,7,2213.13,0
11,7,1291.91,0
87,17,7180.7,0
5,18,6680.11,0
38,2,836.0600000000001,0
18,5,1515.9,0
45,5,623.93,0
31,1,1764.72,0
373,1,207.5,1
58,1,223.92000000000002,0
372,1,2002.4,1
114,3,1475.43,1
215,1,239.4,1
319,1,106.83000000000001,1
65,1,369.34000000000003,0
8,3,789.79,0
97,1,316.62,1
20,3,1207.24,0
199,1,611.8499999999999,1
4,13,2790.9500000000003,0
294,1,34.0,1
273,2,1145.6,1
31,11,5575.56,0
48,3,478.09000000000003,0
260,1,361.54,1
58,5,757.1,0
33,5,2242.61,0
57,1,171.59,0
68,4,661.52,0
10,11,1691.51,0
60,1,371.54,0
80,2,222.62,0
74,2,245.94,0
2,22,10611.72,0
100,2,422.24,1
372,1,311.25,1
10,13,2267.9500000000003,0
20,1,107.6,0
123,2,594.39,1
8,1,80.80000000000001,0
4,6,1545.6200000000001,0
29,7,1705.78,0
282,2,110.38,1
57,1,243.84,0
1,10,1196.5,0
365,1,414.88,1
89,1,305.62,0
11,1,1162.65,0
163,4,1594.23,1
65,1,332.3,0
23,3,536.99,0
174,2,460.59000000000003,1
103,4,762.16,1
143,3,1121.59,1
99,2,288.42,1
23,5,914.69,0
192,1,309.54,1
5,2,547.07,0
361,1,479.35,1
8,10,1652.18,0
14,21,6416.7,0
103,4,417.06,1
3,9,1604.75,0
11,11,3349.57,0
96,1,497.61,1
227,1,358.38,1
16,2,460.64,0
39,2,775.18,0
51,1,341.7,0
93,2,128.5,1
157,1,197.22,1
39,1,325.91,0
184,3,199.15,1
1,4,1106.53,0
228,1,413.46,1
128,2,180.85,1
40,2,251.87,0
31,11,3170.98,0
197,2,588.85,1
9,34,16594.35,0
37,6,1869.82,0
101,3,1264.19,1
43,16,10196.57,0
50,1,214.32,0
43,1,193.44,0
53,1,281.42,0
187,1,124.57,1
334,1,332.41,1
4,3,342.45,0
10,2,144.91,0
24,2,328.40000000000003,0
15,1,35.400000000000006,0
369,1,375.69000000000005,1
145,2,747.81,1
60,2,173.76,0
31,2,502.8,0
141,3,207.74,1
23,4,817.12,0
22,6,2812.34,0
77,3,680.02,0
5,6,7123.62,0
67,5,2095.53,0
12,6,846.62,0
84,1,13.3,0
31,7,1491.43,0
67,1,432.0,0
67,3,705.12,0
187,2,272.48,1
38,2,429.84,0
15,3,450.41,0
35,1,192.32999999999998,0
195,3,1578.67,1
2,5,742.43,0
1,5,518.19,0
367,1,145.93,1
65,1,202.27,0
299,2,289.78,1
26,3,501.03000000000003,0
8,6,1271.06,0
17,3,887.11,0
116,1,1706.88,1
29,1,363.2,0
4,16,3653.75,0
5,7,3037.6,0
82,4,559.59,0
29,5,928.76,0
72,1,379.14,0
4,8,1508.96,0
29,11,2555.58,0
290,1,113.44,1
36,1,183.76,0
9,6,621.6800000000001,0
24,2,562.41,0
277,1,391.52,1
50,6,1068.82,0
156,11,2592.25,1
61,1,154.18,0
12,19,7069.08,0
21,3,829.89,0
371,1,230.25,1
116,3,543.05,1
80,17,2814.7,0
4,7,1295.39,0
26,3,378.89,0
5,21,4554.87,0
53,1,150.23000000000002,0
1,2,563.23,0
55,2,931.03,0
26,1,261.9,0
9,4,2711.6800000000003,0
52,3,3049.88,0
13,9,1904.99,0
212,3,816.73,1
22,19,4345.5,0
236,1,406.48,1
139,3,435.02,1
4,6,1286.27,0
57,3,1178.56,0
135,3,1277.75,1
109,2,167.61,1
30,1,20.8,0
1,9,2085.08,0
185,4,518.67,1
18,1,308.74,0
239,2,416.64,1
87,1,117.35000000000001,0
39,3,507.05,0
116,1,234.17000000000002,1
187,1,110.55000000000001,1
227,1,201.19,1
8,7,2154.97,0
189,1,319.02,1
4,2,439.43,0
39,3,650.41,0
38,1,357.21,0
267,1,251.51999999999998,1
78,1,344.33,0
4,6,1852.0,0
255,2,1028.46,1
61,1,384.06,0
13,7,1905.87,0
88,2,4459.52,0
17,10,5464.12,0
30,2,1873.2,0
3,7,1616.8,0
5,1,126.12,0
7,6,1133.25,0
219,1,179.0,1
11,5,1614.31,0
30,6,1456.96,0
288,3,702.0,1
150,4,295.0,1
23,2,484.82,0
1,11,3989.57,0
86,3,1493.73,0
46,2,1312.1399999999999,0
5,4,781.78,0
51,6,889.9300000000001,0
18,1,195.36,0
30,1,270.9,0
8,3,583.4300000000001,0
29,3,1838.61,0
3,20,8694.26,0
41,2,920.1,0
11,4,1258.08,0
31,1,71.0,0
45,3,95.85,0
61,3,357.77,0
185,2,154.83,1
79,6,877.5600000000001,0
111,2,716.0,1
64,1,146.87,0
12,2,380.35,0
86,3,1030.14,0
16,3,745.52,0
246,2,433.53000000000003,1
88,1,1267.32,0
30,1,112.4,0
138,1,449.73,1
27,3,1071.49,0
3,5,1036.58,0
32,4,1735.18,0
25,1,948.48,0
113,3,339.44,1
157,1,642.02,1
85,3,1100.9,0
118,3,925.35,1
3,9,5655.03,0
96,6,3185.64,1
194,1,240.89,1
28,1,399.09,0
131,1,498.48,1
28,5,1356.33,0
82,3,1179.89,0
30,5,3080.39,0
266,1,234.24,1
74,11,5232.2300000000005,0
314,4,533.33,1
21,7,1461.14,0
59,3,855.45,0
12,21,4552.14,0
28,9,2709.7000000000003,0
114,1,304.24,1
28,9,2429.03,0
18,4,1446.09,0
18,4,834.12,0
36,3,841.0799999999999,0
36,2,378.2,0
78,1,118.80000000000001,0
22,2,287.62,0
25,2,288.91,0
33,2,2003.8500000000001,0
109,3,1405.78,1
35,2,2747.9900000000002,0
123,5,1562.4,1
7,6,2050.08,0
28,4,1991.01,0
4,7,1974.65,0
3,9,3827.76,0
50,4,1774.03,0
322,1,302.0,1
23,3,1324.16,0
15,4,1022.13,0
2,8,954.42,0
18,2,971.74,0
10,4,1621.73,0
262,1,25.5,1
159,2,665.78,1
33,6,10797.48,0
29,6,881.29,0
165,1,163.29999999999998,1
47,1,231.61,0
6,8,801.12,0
8,3,837.5,0
288,1,116.2,1
318,1,157.02,1
3,2,606.91,0
233,1,307.46,1
119,1,138.32,1
162,1,345.3,1
185,1,294.24,1
50,1,230.5,0
152,5,989.45,1
335,1,157.09,1
5,5,2463.17,0
16,7,4892.240000000001,0
107,2,413.2,1
16,7,1139.73,0
276,1,380.5,1
16,12,10650.77,0
247,1,454.12,1
239,1,579.0,1
1,2,984.57,0
106,3,749.78,1
23,4,1714.59,0
52,1,124.88,0
195,3,1689.5,1
24,1,213.78,0
75,1,329.34,0
18,2,251.7,0
8,2,319.0,0
32,3,1266.97,0
22,3,1538.88,0
31,6,3518.03,0
29,10,1715.46,0
22,2,293.1,0
33,7,2467.35,0
284,1,158.68,1
39,2,206.34,0
58,2,835.78,0
289,1,224.91,1
79,1,317.76,0
5,8,3766.6,0
218,1,59.9,1
44,4,1443.69,0
202,1,306.13,1
178,3,711.79,1
56,4,783.97,0
57,2,239.92000000000002,0
8,6,3347.31,0
47,2,144.0,0
227,1,203.95,1
11,7,2474.23,0
106,2,383.75,1
59,2,444.74,0
28,7,2093.68,0
36,7,1699.3,0
274,2,262.62,1
30,1,1013.01,0
24,3,692.22,0
54,1,289.78000000000003,0
36,6,3560.08,0
175,4,1564.56,1
54,1,384.08,0
53,1,204.24,0
27,8,2317.2200000000003,0
253,1,226.85,1
40,7,2781.23,0
60,6,1059.1200000000001,0
234,1,113.5,1
4,10,1951.97,0
32,1,114.23,0
24,14,3187.55,0
7,2,334.48,0
65,1,328.65,0
310,2,416.89,1
309,1,393.49,1
19,6,939.32,0
16,8,1906.09,0
96,2,318.76,1
264,8,3638.41,1
12,10,3124.72,0
3,2,417.77,0
35,1,190.88,0
183,1,149.89,1
25,2,550.0600000000001,0
13,6,916.13,0
11,2,314.69,0
3,17,3719.1,0
313,1,382.5,1
108,2,1135.04,1
1,26,8540.05,0
53,1,954.9,0
205,1,171.45000000000002,1
15,1,280.09000000000003,0
120,1,318.65,1
4,2,381.97,0
363,1,269.83,1
117,2,348.90999999999997,1
18,1,178.26,0
5,2,271.19,0
41,2,291.48,0
107,2,240.0,1
148,2,581.23,1
52,5,1253.3600000000001,0
208,1,63.440000000000005,1
139,2,550.01,1
2,3,296.58,0
127,2,317.2,1
108,4,763.64,1
42,4,2148.63,0
35,1,107.82,0
228,2,1065.3500000000001,1
241,1,246.04000000000002,1
58,1,187.82999999999998,0
130,3,1685.46,1
60,6,1647.48,0
22,1,151.37,0
26,7,1049.06,0
9,7,1417.6299999999999,0
32,3,931.02,0
4,2,513.01,0
308,1,550.8000000000001,1
8,9,1854.06,0
29,3,547.0,0
17,1,128.18,0
101,2,498.42,1
12,4,656.61,0
21,1,163.24,0
15,5,1135.63,0
361,1,250.04,1
11,19,8631.31,0
95,1,82.75,1
78,2,1384.85,0
139,3,644.3,1
31,1,2328.84,0
25,8,2527.92,0
2,38,6281.2300000000005,0
46,3,2600.34,0
100,3,1200.6200000000001,1
8,2,657.16,0
15,7,906.52,0
18,4,986.48,0
280,1,96.8,1
14,2,523.11,0
23,2,363.9,0
124,1,175.2,1
86,1,494.25,0
302,2,307.02000000000004,1
151,4,1981.06,1
17,8,6493.54,0
94,2,243.36,1
30,11,12353.29,0
157,3,682.29,1
355,1,193.64,1
46,1,157.62,0
15,4,519.6899999999999,0
4,15,2622.88,0
86,1,228.96,0
15,5,1156.6,0
179,1,98.25,1
8,4,1281.32,0
36,3,587.15,0
129,2,1740.0,1
51,1,1393.06,0
312,1,178.22,1
24,2,384.39,0
303,2,360.81,1
11,1,127.86,0
17,3,568.24,0
49,3,488.2,0
239,2,312.23,1
1,11,4462.68,0
13,8,4767.36,0
238,1,167.55,1
23,8,1878.87,0
73,4,446.18,0
17,3,418.4,0
41,8,1337.18,0
40,4,646.92,0
219,2,495.77,1
199,3,400.1,1
71,2,203.2,0
24,20,4058.32,0
11,1,389.71999999999997,0
9,29,20275.61,0
65,1,65.4,0
4,1,193.39000000000001,0
19,2,336.4,0
15,1,256.11,0
8,6,2686.42,0
20,2,746.81,0
78,4,1259.56,0
1,34,31833.68,0
164,2,508.8,1
307,2,417.27,1
219,1,203.86999999999998,1
39,8,7330.8,0
22,2,681.41,0
115,3,653.38,1
126,5,2097.84,1
5,13,2633.85,0
36,1,263.92,0
4,15,31906.82,0
1,3,1031.41,0
333,3,2184.42,1
163,1,32.65,1
185,2,771.85,1
16,5,1214.72,0
12,3,778.94,0
3,7,1258.06,0
44,2,778.0,0
80,1,507.84,0
30,7,6893.42,0
42,2,463.46000000000004,0
11,12,4226.57,0
50,3,598.83,0
16,6,1979.37,0
46,2,698.41,0
19,2,759.1700000000001,0
8,6,5037.26,0
72,1,100.8,0
1,28,17256.85,0
128,3,524.9200000000001,1
33,2,265.76,0
313,1,403.3,1
18,2,365.76,0
88,1,303.16,0
2,7,2373.82,0
2,2,216.3,0
254,1,388.45000000000005,1
157,3,186.42000000000002,1
37,6,2248.56,0
220,1,534.24,1
148,3,2940.04,1
177,2,120.89999999999999,1
40,2,541.53,0
2,7,2519.21,0
8,46,194390.79,0
1,7,1721.4,0
18,2,486.72,0
192,4,517.53,1
204,1,131.7,1
365,1,249.86,1
127,5,1737.7,1
15,1,316.5,0
43,2,657.3,0
94,6,622.4300000000001,1
23,3,735.82,0
60,2,675.69,0
16,5,1875.8600000000001,0
158,1,289.96000000000004,1
10,2,763.28,0
10,2,137.0,0
16,5,1870.97,0
45,5,1125.07,0
191,3,697.54,1
79,1,194.37,0
78,1,511.82,0
4,4,1255.59,0
65,3,414.04,0
261,1,396.87,1
59,2,376.64,0
1,7,2092.32,0
1,10,3558.87,0
248,1,374.57,1
8,2,497.56,0
359,1,271.05,1
76,1,272.21999999999997,0
290,1,622.88,1
17,3,1138.0,0
221,2,288.6,1
9,4,689.1,0
3,2,558.96,0
206,9,2997.03,1
162,2,1145.8400000000001,1
76,1,302.2,0
262,2,605.58,1
281,1,387.31,1
58,8,6083.64,0
25,1,308.48,0
3,31,91062.38,0
29,10,2924.9900000000002,0
72,1,513.2,0
128,1,208.65,1
31,4,639.02,0
15,5,764.88,0
309,1,153.94,1
17,6,1844.02,0
54,1,546.81,0
30,3,723.21,0
2,5,1070.71,0
11,4,652.74,0
361,1,145.0,1
360,1,422.7,1
5,4,1195.8999999999999,0
54,4,939.37,0
1,8,3628.5,0
1,10,2367.12,0
190,1,296.7,1
54,1,223.36,0
280,1,164.4,1
177,1,76.5,1
30,2,887.6700000000001,0
26,1,98.42,0
25,2,578.9,0
270,1,170.75,1
43,3,642.32,0
234,1,103.3,1
24,2,148.86,0
197,3,267.16,1
359,1,290.34,1
60,4,930.41,0
130,1,1487.6,1
1,5,1952.45,0
20,2,480.31,0
206,1,157.9,1
14,3,541.46,0
95,4,854.95,1
19,1,165.12,0
14,7,1122.38,0
24,3,454.01,0
8,2,869.77,0
7,8,4331.48,0
332,1,344.14,1
50,4,1425.67,0
71,4,226.75000000000003,0
29,3,380.6,0
243,1,185.65,1
8,19,3564.83,0
218,1,143.45999999999998,1
5,3,448.90000000000003,0
253,3,215.72,1
1,25,11025.24,0
236,1,175.27,1
7,2,1242.3,0
109,4,1116.68,1
100,3,1240.2,1
60,4,2404.17,0
2,3,1468.02,0
73,7,2203.67,0
4,5,3923.86,0
85,2,993.1800000000001,0
12,2,386.69,0
23,7,2806.69,0
214,1,2044.3700000000001,1
18,1,161.67000000000002,0
239,1,116.00999999999999,1
2,6,5054.42,0
78,1,394.72,0
217,2,309.36,1
33,2,191.99,0
41,5,1105.78,0
7,15,3961.12,0
53,6,2048.45,0
23,14,4544.55,0
57,1,386.32,0
130,3,329.6,1
174,3,571.1999999999999,1
6,3,930.28,0
312,1,214.37,1
60,1,81.44,0
21,3,1379.9,0
33,1,527.05,0
15,2,843.48,0
18,4,2020.4,0
81,1,75.75,0
6,8,1814.1200000000001,0
170,2,503.6,1
2,3,528.33,0
31,4,1324.84,0
36,9,2358.59,0
19,1,285.56,0
